Date,In,Out,Station,Seq,Route,InVerifyDate,OutVerifyDate
2003/11/01,786962,823869,中山站,6,松山新店線,92年11月,
2003/12/01,840842,879665,中山站,6,松山新店線,92年12月,
2004/01/01,791526,825925,中山站,6,松山新店線,93年1月,
2004/02/01,832721,861011,中山站,6,松山新店線,93年2月,
2004/03/01,853314,882771,中山站,6,松山新店線,93年3月,
2004/04/01,830162,859522,中山站,6,松山新店線,93年4月,
2004/05/01,855909,895844,中山站,6,松山新店線,93年5月,
2004/06/01,823766,857322,中山站,6,松山新店線,93年6月,
2004/07/01,903097,939689,中山站,6,松山新店線,93年7月,
2004/08/01,860302,896573,中山站,6,松山新店線,93年8月,
2004/09/01,857679,894555,中山站,6,松山新店線,93年9月,
2004/10/01,1002334,1048324,中山站,6,松山新店線,93年10月,
2004/11/01,827884,858504,中山站,6,松山新店線,93年11月,
2004/12/01,895782,929899,中山站,6,松山新店線,93年12月,
2005/01/01,895559,931483,中山站,6,松山新店線,94年1月,
2005/02/01,798105,831107,中山站,6,松山新店線,94年2月,
2005/03/01,943451,978869,中山站,6,松山新店線,94年3月,
2005/04/01,862004,898600,中山站,6,松山新店線,94年4月,
2005/05/01,886111,922476,中山站,6,松山新店線,94年5月,
2005/06/01,861476,894515,中山站,6,松山新店線,94年6月,
2005/07/01,899118,934792,中山站,6,松山新店線,94年7月,
2005/08/01,922565,958579,中山站,6,松山新店線,94年8月,
2005/09/01,860877,889550,中山站,6,松山新店線,94年9月,
2005/10/01,1002589,1044393,中山站,6,松山新店線,94年10月,
2005/11/01,838755,869549,中山站,6,松山新店線,94年11月,
2005/12/01,930278,962586,中山站,6,松山新店線,94年12月,
2006/01/01,873119,906401,中山站,6,松山新店線,95年1月,
2006/02/01,836132,863133,中山站,6,松山新店線,95年2月,
2006/03/01,923120,950824,中山站,6,松山新店線,95年3月,
2006/04/01,861719,887842,中山站,6,松山新店線,95年4月,
2006/05/01,894364,925858,中山站,6,松山新店線,95年5月,
2006/06/01,888138,917057,中山站,6,松山新店線,95年6月,
2006/07/01,940496,972692,中山站,6,松山新店線,95年7月,
2006/08/01,957116,988148,中山站,6,松山新店線,95年8月,
2006/09/01,910040,940636,中山站,6,松山新店線,95年9月,
2006/10/01,982400,1016393,中山站,6,松山新店線,95年10月,
2006/11/01,889064,918831,中山站,6,松山新店線,95年11月,
2006/12/01,948338,984436,中山站,6,松山新店線,95年12月,
2007/01/01,935161,967030,中山站,6,松山新店線,96年1月,
2007/02/01,780604,812752,中山站,6,松山新店線,96年2月,
2007/03/01,957136,985642,中山站,6,松山新店線,96年3月,
2007/04/01,902244,933076,中山站,6,松山新店線,96年4月,
2007/05/01,927961,963848,中山站,6,松山新店線,96年5月,
2007/06/01,868483,905995,中山站,6,松山新店線,96年6月,
2007/07/01,955464,991874,中山站,6,松山新店線,96年7月,
2007/08/01,939011,972355,中山站,6,松山新店線,96年8月,
2007/09/01,872582,902715,中山站,6,松山新店線,96年9月,
2007/10/01,1055577,1093460,中山站,6,松山新店線,96年10月,
2007/11/01,860018,888468,中山站,6,松山新店線,96年11月,
2007/12/01,923938,950478,中山站,6,松山新店線,96年12月,
