BOARD_DATE,TKT_BEG,STOP_NAME,IN,OUT
20070205,175,"台南  ",19232,18577
20070206,175,"台南  ",18131,17151
20070207,175,"台南  ",15058,16140
20070208,175,"台南  ",18677,18748
20070209,175,"台南  ",22688,22162
20070210,175,"台南  ",20921,20501
20070211,175,"台南  ",22155,22009
20070212,175,"台南  ",19612,19725
20070213,175,"台南  ",19038,19461
20070214,175,"台南  ",21654,21621
20070215,175,"台南  ",21524,20301
20070216,175,"台南  ",23099,21070
20070217,175,"台南  ",14954,12613
20070218,175,"台南  ",19395,19663
20070219,175,"台南  ",21496,21764
20070220,175,"台南  ",25354,26498
20070221,175,"台南  ",26078,27121
20070222,175,"台南  ",24021,25516
20070223,175,"台南  ",23856,24775
20070224,175,"台南  ",22851,23605
20070225,175,"台南  ",21952,24350
20070226,175,"台南  ",19143,19703
20070227,175,"台南  ",19304,19069
20070228,175,"台南  ",24363,24239
20070301,175,"台南  ",17008,17102
20070302,175,"台南  ",24052,22116
20070303,175,"台南  ",20778,22074
20070304,175,"台南  ",28170,28698
20070305,175,"台南  ",19026,19311
20070306,175,"台南  ",16181,16018
20070307,175,"台南  ",15909,15585
20070308,175,"台南  ",16713,16779
20070309,175,"台南  ",28923,26001
20070310,175,"台南  ",24054,22912
20070311,175,"台南  ",27833,31012
20070312,175,"台南  ",18345,19585
20070313,175,"台南  ",16489,16338
20070314,175,"台南  ",17115,16728
20070315,175,"台南  ",17441,17127
20070316,175,"台南  ",27500,25336
20070317,175,"台南  ",22612,21226
20070318,175,"台南  ",25425,28614
20070319,175,"台南  ",18205,18895
20070320,175,"台南  ",16441,16255
20070321,175,"台南  ",16853,16406
20070322,175,"台南  ",17000,17170
20070323,175,"台南  ",27176,25150
20070324,175,"台南  ",21240,20181
20070325,175,"台南  ",23983,26576
20070326,175,"台南  ",18411,18915
20070327,175,"台南  ",16366,16520
20070328,175,"台南  ",15688,15653
20070329,175,"台南  ",16806,16183
20070330,175,"台南  ",25878,23238
20070331,175,"台南  ",24341,20935
20070401,175,"台南  ",23856,23453
20070402,175,"台南  ",18874,18366
20070403,175,"台南  ",18726,18696
20070404,175,"台南  ",28616,27914
20070405,175,"台南  ",22809,23997
20070406,175,"台南  ",25513,27311
20070407,175,"台南  ",23986,25998
20070408,175,"台南  ",28648,31351
20070409,175,"台南  ",18976,19599
20070410,175,"台南  ",16104,15661
20070411,175,"台南  ",15586,15148
20070412,175,"台南  ",16827,16463
20070413,175,"台南  ",22085,21686
20070414,175,"台南  ",22601,21040
20070415,175,"台南  ",24355,25586
20070416,175,"台南  ",16879,17288
20070417,175,"台南  ",14893,14761
20070418,175,"台南  ",14660,14434
20070419,175,"台南  ",16163,15596
20070420,175,"台南  ",25253,22054
20070421,175,"台南  ",20969,19390
20070422,175,"台南  ",21894,24411
20070423,175,"台南  ",17368,17494
20070424,175,"台南  ",15512,15381
20070425,175,"台南  ",15601,15296
20070426,175,"台南  ",17308,16661
20070427,175,"台南  ",26421,24708
20070428,175,"台南  ",22588,21311
20070429,175,"台南  ",24914,27904
20070430,175,"台南  ",17397,17730
20070501,175,"台南  ",15597,15321
20070502,175,"台南  ",14544,14288
20070503,175,"台南  ",15281,14517
20070504,175,"台南  ",24630,23399
20070505,175,"台南  ",23537,22496
20070506,175,"台南  ",24249,26693
20070507,175,"台南  ",17155,17579
20070508,175,"台南  ",15079,14846
20070509,175,"台南  ",15363,15245
20070510,175,"台南  ",17356,16339
20070511,175,"台南  ",32726,28637
20070512,175,"台南  ",27212,24005
20070513,175,"台南  ",29006,34026
20070514,175,"台南  ",19062,20922
20070515,175,"台南  ",14961,15279
20070516,175,"台南  ",15269,15049
20070517,175,"台南  ",15257,15115
20070518,175,"台南  ",24441,23344
20070519,175,"台南  ",22125,21457
20070520,175,"台南  ",21464,23319
20070521,175,"台南  ",16660,17228
20070522,175,"台南  ",14938,14776
20070523,175,"台南  ",15376,15149
20070524,175,"台南  ",15932,15641
20070525,175,"台南  ",25984,23829
20070526,175,"台南  ",22951,21210
20070527,175,"台南  ",24851,28051
20070528,175,"台南  ",17254,18018
20070529,175,"台南  ",14773,15031
20070530,175,"台南  ",14657,14324
20070531,175,"台南  ",14936,14188
20070601,175,"台南  ",24745,22605
20070602,175,"台南  ",21842,20880
20070603,175,"台南  ",23435,26044
20070604,175,"台南  ",16191,17069
20070605,175,"台南  ",13920,13911
20070606,175,"台南  ",13947,13531
20070607,175,"台南  ",14829,14834
20070608,175,"台南  ",22934,21664
20070609,175,"台南  ",21678,20641
20070610,175,"台南  ",23628,25230
20070611,175,"台南  ",16412,16578
20070612,175,"台南  ",13943,13913
20070613,175,"台南  ",14554,14334
20070614,175,"台南  ",15921,15932
20070615,175,"台南  ",25509,24860
20070616,175,"台南  ",27200,24092
20070617,175,"台南  ",23416,22322
20070618,175,"台南  ",22216,22637
20070619,175,"台南  ",24245,27995
20070620,175,"台南  ",17768,17995
20070621,175,"台南  ",16207,15881
20070622,175,"台南  ",18570,18463
20070623,175,"台南  ",17987,17685
20070624,175,"台南  ",18382,19097
20070625,175,"台南  ",15323,15580
20070626,175,"台南  ",13972,14065
20070627,175,"台南  ",14868,14494
20070628,175,"台南  ",15831,15580
20070629,175,"台南  ",23170,22561
20070630,175,"台南  ",21678,20431
20070701,175,"台南  ",22376,22266
20070702,175,"台南  ",19680,19588
20070703,175,"台南  ",18448,18227
20070704,175,"台南  ",18975,18699
20070705,175,"台南  ",18269,18193
20070706,175,"台南  ",22758,23255
20070707,175,"台南  ",22193,21581
20070708,175,"台南  ",23014,23836
20070709,175,"台南  ",19065,19495
20070710,175,"台南  ",17628,18697
20070711,175,"台南  ",18604,18863
20070712,175,"台南  ",18710,18158
20070713,175,"台南  ",22845,22367
20070714,175,"台南  ",21294,20824
20070715,175,"台南  ",22202,22946
20070716,175,"台南  ",19233,19449
20070717,175,"台南  ",17328,17468
20070718,175,"台南  ",17947,17802
20070719,175,"台南  ",17687,17514
20070720,175,"台南  ",23343,22176
20070721,175,"台南  ",21867,21413
20070722,175,"台南  ",22762,24387
20070723,175,"台南  ",19500,18806
20070724,175,"台南  ",17240,16882
20070725,175,"台南  ",17951,17557
20070726,175,"台南  ",18050,17548
20070727,175,"台南  ",23065,21865
20070728,175,"台南  ",21826,20692
20070729,175,"台南  ",21801,22823
20070730,175,"台南  ",18332,18503
20070731,175,"台南  ",17376,16928
20070801,175,"台南  ",16943,16797
20070802,175,"台南  ",16747,16616
20070803,175,"台南  ",21939,21334
20070804,175,"台南  ",21655,19929
20070805,175,"台南  ",22846,24514
20070806,175,"台南  ",19088,18877
20070807,175,"台南  ",17991,17335
20070808,175,"台南  ",14376,13842
20070809,175,"台南  ",14891,14929
20070810,175,"台南  ",21449,20637
20070811,175,"台南  ",17975,17301
20070812,175,"台南  ",19741,20600
20070813,175,"台南  ",14741,14500
20070814,175,"台南  ",15172,14229
20070815,175,"台南  ",16264,15606
20070816,175,"台南  ",18752,18231
20070817,175,"台南  ",20031,19517
20070818,175,"台南  ",2245,2161
20070819,175,"台南  ",16097,16052
20070820,175,"台南  ",16488,16378
20070821,175,"台南  ",15942,15552
20070822,175,"台南  ",17408,16644
20070823,175,"台南  ",18834,18093
20070824,175,"台南  ",23757,22701
20070825,175,"台南  ",24653,23848
20070826,175,"台南  ",24221,24545
20070827,175,"台南  ",18721,18560
20070828,175,"台南  ",18623,18427
20070829,175,"台南  ",17958,17783
20070830,175,"台南  ",16599,16113
20070831,175,"台南  ",21053,19915
20070901,175,"台南  ",20244,18820
20070902,175,"台南  ",20573,21314
20070903,175,"台南  ",18245,18426
20070904,175,"台南  ",15578,15346
20070905,175,"台南  ",15587,15504
20070906,175,"台南  ",15429,15364
20070907,175,"台南  ",20722,20185
20070908,175,"台南  ",20881,19550
20070909,175,"台南  ",22135,23135
20070910,175,"台南  ",16646,17076
20070911,175,"台南  ",17130,16176
20070912,175,"台南  ",16162,15881
20070913,175,"台南  ",15869,16197
20070914,175,"台南  ",22145,22754
20070915,175,"台南  ",21983,21875
20070916,175,"台南  ",24547,26920
20070917,175,"台南  ",16407,16808
20070918,175,"台南  ",13336,13309
20070919,175,"台南  ",15313,14878
20070920,175,"台南  ",16958,16257
20070921,175,"台南  ",31840,29143
20070922,175,"台南  ",27226,23515
20070923,175,"台南  ",22156,21514
20070924,175,"台南  ",22630,23187
20070925,175,"台南  ",29258,35206
20070926,175,"台南  ",20093,20873
20070927,175,"台南  ",16025,15464
20070928,175,"台南  ",20442,18647
20070929,175,"台南  ",19165,18375
20070930,175,"台南  ",22195,23633
20071001,175,"台南  ",16042,16082
20071002,175,"台南  ",15900,15026
20071003,175,"台南  ",15355,14531
20071004,175,"台南  ",16122,15657
20071005,175,"台南  ",27768,25579
20071006,175,"台南  ",9102,7953
20071007,175,"台南  ",14949,18418
20071008,175,"台南  ",17630,17826
20071009,175,"台南  ",18889,18258
20071010,175,"台南  ",23708,22926
20071011,175,"台南  ",16459,16067
20071012,175,"台南  ",27248,24995
20071013,175,"台南  ",23937,21969
20071014,175,"台南  ",28029,31977
20071015,175,"台南  ",16298,16995
20071016,175,"台南  ",16109,15808
20071017,175,"台南  ",16315,15509
20071018,175,"台南  ",16998,15874
20071019,175,"台南  ",29369,25965
20071020,175,"台南  ",23777,22867
20071021,175,"台南  ",27855,30342
20071022,175,"台南  ",18756,18894
20071023,175,"台南  ",17377,17095
20071024,175,"台南  ",16074,15927
20071025,175,"台南  ",15946,15767
20071026,175,"台南  ",27510,25825
20071027,175,"台南  ",24723,23407
20071028,175,"台南  ",26868,30086
20071029,175,"台南  ",17864,18543
20071030,175,"台南  ",15723,15092
20071031,175,"台南  ",15045,14357
20071101,175,"台南  ",15227,14608
20071102,175,"台南  ",26116,23601
20071103,175,"台南  ",21130,20321
20071104,175,"台南  ",23826,27448
20071105,175,"台南  ",17037,17254
20071106,175,"台南  ",15187,14645
20071107,175,"台南  ",14353,14045
20071108,175,"台南  ",16085,15825
20071109,175,"台南  ",24214,24141
20071110,175,"台南  ",23348,22882
20071111,175,"台南  ",27371,27344
20071112,175,"台南  ",17870,17253
20071113,175,"台南  ",14554,15304
20071114,175,"台南  ",15062,15205
20071115,175,"台南  ",16602,16380
20071116,175,"台南  ",28917,26633
20071117,175,"台南  ",22932,21906
20071118,175,"台南  ",27191,30726
20071119,175,"台南  ",17660,18251
20071120,175,"台南  ",15530,15221
20071121,175,"台南  ",15187,14880
20071122,175,"台南  ",14928,15212
20071123,175,"台南  ",25951,24247
20071124,175,"台南  ",22273,21365
20071125,175,"台南  ",24242,27876
20071126,175,"台南  ",15361,16096
20071127,175,"台南  ",14169,14117
20071128,175,"台南  ",15520,14879
20071129,175,"台南  ",16294,15607
20071130,175,"台南  ",24547,23200
20071201,175,"台南  ",22636,21665
20071202,175,"台南  ",26391,29518
20071203,175,"台南  ",17665,17531
20071204,175,"台南  ",15801,15026
20071205,175,"台南  ",14663,14367
20071206,175,"台南  ",16347,16381
20071207,175,"台南  ",29114,25822
20071208,175,"台南  ",26413,23844
20071209,175,"台南  ",27450,32784
20071210,175,"台南  ",18444,20104
20071211,175,"台南  ",15886,15375
20071212,175,"台南  ",16110,15476
20071213,175,"台南  ",15241,15108
20071214,175,"台南  ",26554,24843
20071215,175,"台南  ",23582,22584
20071216,175,"台南  ",26197,28945
20071217,175,"台南  ",17847,17900
20071218,175,"台南  ",15679,15012
20071219,175,"台南  ",15661,14924
20071220,175,"台南  ",16660,15926
20071221,175,"台南  ",28302,24930
20071222,175,"台南  ",24031,22884
20071223,175,"台南  ",25853,29703
20071224,175,"台南  ",18572,19144
20071225,175,"台南  ",17715,17426
20071226,175,"台南  ",16227,15281
20071227,175,"台南  ",17003,16180
20071228,175,"台南  ",28391,25894
20071229,175,"台南  ",24249,22846
20071230,175,"台南  ",24243,25390
20071231,175,"台南  ",22976,24136
20080101,175,"台南  ",25662,27017
20080102,175,"台南  ",16716,16909
20080103,175,"台南  ",15176,14287
20080104,175,"台南  ",23557,21106
20080105,175,"台南  ",20316,18943
20080106,175,"台南  ",22592,25265
20080107,175,"台南  ",16753,16764
20080108,175,"台南  ",15346,15054
20080109,175,"台南  ",14933,14540
20080110,175,"台南  ",16003,15797
20080111,175,"台南  ",24746,22154
20080112,175,"台南  ",21208,20338
20080113,175,"台南  ",20685,23021
20080114,175,"台南  ",16363,17054
20080115,175,"台南  ",13927,14139
20080116,175,"台南  ",13231,13098
20080117,175,"台南  ",14590,14238
20080118,175,"台南  ",24368,22731
20080119,175,"台南  ",22388,21534
20080120,175,"台南  ",22398,22959
20080121,175,"台南  ",17912,17707
20080122,175,"台南  ",18563,17983
20080123,175,"台南  ",18038,17538
20080124,175,"台南  ",17993,17933
20080125,175,"台南  ",21494,21480
20080126,175,"台南  ",18071,17803
20080127,175,"台南  ",21201,22205
20080128,175,"台南  ",19466,20226
20080129,175,"台南  ",17516,17503
20080130,175,"台南  ",19259,19279
20080131,175,"台南  ",18894,19742
20080201,175,"台南  ",22292,21977
20080202,175,"台南  ",20179,19495
20080203,175,"台南  ",18460,18401
20080204,175,"台南  ",20542,19312
20080205,175,"台南  ",21525,20352
20080206,175,"台南  ",15564,12970
20080207,175,"台南  ",19796,20369
20080208,175,"台南  ",22185,23160
20080209,175,"台南  ",27110,28867
20080210,175,"台南  ",28206,28954
20080211,175,"台南  ",24723,25151
20080212,175,"台南  ",18728,19245
20080213,175,"台南  ",17501,18096
20080214,175,"台南  ",18935,19575
20080215,175,"台南  ",21121,21718
20080216,175,"台南  ",21069,20930
20080217,175,"台南  ",23079,24272
20080218,175,"台南  ",18586,18295
20080219,175,"台南  ",16537,16692
20080220,175,"台南  ",16986,16886
20080221,175,"台南  ",18927,21838
20080222,175,"台南  ",26167,24730
20080223,175,"台南  ",26043,25917
20080224,175,"台南  ",27128,29400
20080225,175,"台南  ",19317,19421
20080226,175,"台南  ",17550,17278
20080227,175,"台南  ",23448,23762
20080228,175,"台南  ",29193,29219
20080229,175,"台南  ",28554,28019
20080301,175,"台南  ",32142,31636
20080302,175,"台南  ",33265,34529
20080303,175,"台南  ",18413,18515
20080304,175,"台南  ",15951,15933
20080305,175,"台南  ",15766,15030
20080306,175,"台南  ",17320,16634
20080307,175,"台南  ",27789,25075
20080308,175,"台南  ",23477,21977
20080309,175,"台南  ",27419,31131
20080310,175,"台南  ",18486,19104
20080311,175,"台南  ",17346,17052
20080312,175,"台南  ",17820,17404
20080313,175,"台南  ",17676,17140
20080314,175,"台南  ",27082,24851
20080315,175,"台南  ",24141,23815
20080316,175,"台南  ",27302,29812
20080317,175,"台南  ",18636,18988
20080318,175,"台南  ",17157,17103
20080319,175,"台南  ",17657,17140
20080320,175,"台南  ",19223,18722
20080321,175,"台南  ",34768,30726
20080322,175,"台南  ",27038,25906
20080323,175,"台南  ",29659,34427
20080324,175,"台南  ",20162,20956
20080325,175,"台南  ",17207,17037
20080326,175,"台南  ",18241,17670
20080327,175,"台南  ",19082,18032
20080328,175,"台南  ",29158,25541
20080329,175,"台南  ",28419,25899
20080330,175,"台南  ",29037,28150
20080331,175,"台南  ",20232,18821
20080401,175,"台南  ",19249,19068
20080402,175,"台南  ",22140,21695
20080403,175,"台南  ",28761,29574
20080404,175,"台南  ",27217,27327
20080405,175,"台南  ",26279,28654
20080406,175,"台南  ",30887,35598
20080407,175,"台南  ",20461,20788
20080408,175,"台南  ",16841,16397
20080409,175,"台南  ",16319,15949
20080410,175,"台南  ",16912,16799
20080411,175,"台南  ",25353,24235
20080412,175,"台南  ",24154,23843
20080413,175,"台南  ",24670,26422
20080414,175,"台南  ",17390,17986
20080415,175,"台南  ",15857,15860
20080416,175,"台南  ",15857,15857
20080417,175,"台南  ",15855,16028
20080418,175,"台南  ",24605,23891
20080419,175,"台南  ",22273,21416
20080420,175,"台南  ",24209,26738
20080421,175,"台南  ",17186,17966
20080422,175,"台南  ",15701,15587
20080423,175,"台南  ",16240,16363
20080424,175,"台南  ",17357,16722
20080425,175,"台南  ",27233,26328
20080426,175,"台南  ",23879,22711
20080427,175,"台南  ",27232,30211
20080428,175,"台南  ",17914,18446
20080429,175,"台南  ",15645,15628
20080430,175,"台南  ",16212,16399
20080501,175,"台南  ",18824,18909
20080502,175,"台南  ",25019,24833
20080503,175,"台南  ",23809,23213
20080504,175,"台南  ",25964,27597
20080505,175,"台南  ",17558,17956
20080506,175,"台南  ",16528,16160
20080507,175,"台南  ",16831,16896
20080508,175,"台南  ",18277,17952
20080509,175,"台南  ",33435,29755
20080510,175,"台南  ",27287,23924
20080511,175,"台南  ",29111,35259
20080512,175,"台南  ",20299,22688
20080513,175,"台南  ",16510,17038
20080514,175,"台南  ",16759,16871
20080515,175,"台南  ",16911,16931
20080516,175,"台南  ",24459,24210
20080517,175,"台南  ",24600,23800
20080518,175,"台南  ",26637,28020
20080519,175,"台南  ",16824,17757
20080520,175,"台南  ",15160,15540
20080521,175,"台南  ",15905,16267
20080522,175,"台南  ",16457,16320
20080523,175,"台南  ",25809,24560
20080524,175,"台南  ",23990,23136
20080525,175,"台南  ",25820,28174
20080526,175,"台南  ",17691,18397
20080527,175,"台南  ",15658,15943
20080528,175,"台南  ",15979,16330
20080529,175,"台南  ",15594,14948
20080530,175,"台南  ",25222,23156
20080531,175,"台南  ",22624,21979
20080601,175,"台南  ",25231,27046
20080602,175,"台南  ",16483,17009
20080603,175,"台南  ",14691,14770
20080604,175,"台南  ",14814,14911
20080605,175,"台南  ",15034,15032
20080606,175,"台南  ",27755,27060
20080607,175,"台南  ",27144,24191
20080608,175,"台南  ",27655,29757
20080609,175,"台南  ",19538,21832
20080610,175,"台南  ",17689,18068
20080611,175,"台南  ",16882,17118
20080612,175,"台南  ",17138,17548
20080613,175,"台南  ",23851,23482
20080614,175,"台南  ",19534,18526
20080615,175,"台南  ",21310,22243
20080616,175,"台南  ",15187,16291
20080617,175,"台南  ",15080,15257
20080618,175,"台南  ",16419,16261
20080619,175,"台南  ",16883,17057
20080620,175,"台南  ",23342,22859
20080621,175,"台南  ",21397,20796
20080622,175,"台南  ",22670,23518
20080623,175,"台南  ",17884,18509
20080624,175,"台南  ",16573,16456
20080625,175,"台南  ",16487,16234
20080626,175,"台南  ",18090,17477
20080627,175,"台南  ",22118,22066
20080628,175,"台南  ",20348,19447
20080629,175,"台南  ",23435,23096
20080630,175,"台南  ",21859,22243
20080701,175,"台南  ",20227,20539
20080702,175,"台南  ",20512,20299
20080703,175,"台南  ",20630,20514
20080704,175,"台南  ",24840,24799
20080705,175,"台南  ",22545,22051
20080706,175,"台南  ",23798,24503
20080707,175,"台南  ",20834,21329
20080708,175,"台南  ",19682,19905
20080709,175,"台南  ",19932,19722
20080710,175,"台南  ",20530,20825
20080711,175,"台南  ",25855,25384
20080712,175,"台南  ",24896,24652
20080713,175,"台南  ",27698,27620
20080714,175,"台南  ",21854,21754
20080715,175,"台南  ",21166,21002
20080716,175,"台南  ",19307,19949
20080717,175,"台南  ",14698,15473
20080718,175,"台南  ",14220,14526
20080719,175,"台南  ",18970,18525
20080720,175,"台南  ",23116,23382
20080721,175,"台南  ",20592,21130
20080722,175,"台南  ",18989,19014
20080723,175,"台南  ",19042,19269
20080724,175,"台南  ",18688,19274
20080725,175,"台南  ",24792,24450
20080726,175,"台南  ",23943,23353
20080727,175,"台南  ",20849,21889
20080728,175,"台南  ",3796,3796
20080729,175,"台南  ",14848,15465
20080730,175,"台南  ",17583,17647
20080731,175,"台南  ",18126,18525
20080801,175,"台南  ",22305,22127
20080802,175,"台南  ",21704,20805
20080803,175,"台南  ",22878,23690
20080804,175,"台南  ",19053,18850
20080805,175,"台南  ",18124,18397
20080806,175,"台南  ",18643,18690
20080807,175,"台南  ",20592,20963
20080808,175,"台南  ",25017,23387
20080809,175,"台南  ",24333,24199
20080810,175,"台南  ",26168,28492
20080811,175,"台南  ",20174,20656
20080812,175,"台南  ",19213,18997
20080813,175,"台南  ",19025,19129
20080814,175,"台南  ",19641,19403
20080815,175,"台南  ",22252,22053
20080816,175,"台南  ",23755,23351
20080817,175,"台南  ",26807,27600
20080818,175,"台南  ",20125,20547
20080819,175,"台南  ",20272,20336
20080820,175,"台南  ",19848,20180
20080821,175,"台南  ",18991,19329
20080822,175,"台南  ",23443,23189
20080823,175,"台南  ",23371,22541
20080824,175,"台南  ",25276,25410
20080825,175,"台南  ",20636,21297
20080826,175,"台南  ",20383,20705
20080827,175,"台南  ",19570,19944
20080828,175,"台南  ",19856,20114
20080829,175,"台南  ",22808,22708
20080830,175,"台南  ",20785,20176
20080831,175,"台南  ",22627,23898
20080901,175,"台南  ",18820,18817
20080902,175,"台南  ",18282,18262
20080903,175,"台南  ",18489,18602
20080904,175,"台南  ",18098,18603
20080905,175,"台南  ",22513,22484
20080906,175,"台南  ",21917,20946
20080907,175,"台南  ",24904,25950
20080908,175,"台南  ",18939,19566
20080909,175,"台南  ",18066,17538
20080910,175,"台南  ",18263,18219
20080911,175,"台南  ",18872,18942
20080912,175,"台南  ",28510,28585
20080913,175,"台南  ",10847,9433
20080914,175,"台南  ",16894,20287
20080915,175,"台南  ",21361,22360
20080916,175,"台南  ",18110,17875
20080917,175,"台南  ",17701,17785
20080918,175,"台南  ",17946,17993
20080919,175,"台南  ",29838,27012
20080920,175,"台南  ",25119,24018
20080921,175,"台南  ",28505,31449
20080922,175,"台南  ",18503,19165
20080923,175,"台南  ",15618,15691
20080924,175,"台南  ",17339,16823
20080925,175,"台南  ",16875,16941
20080926,175,"台南  ",28935,26447
20080927,175,"台南  ",23761,23713
20080928,175,"台南  ",9290,10605
20080929,175,"台南  ",13415,14797
20080930,175,"台南  ",16960,17285
20081001,175,"台南  ",16669,16572
20081002,175,"台南  ",16873,17150
20081003,175,"台南  ",26579,25087
20081004,175,"台南  ",23246,22347
20081005,175,"台南  ",25870,28318
20081006,175,"台南  ",17692,18298
20081007,175,"台南  ",16536,16168
20081008,175,"台南  ",16981,16372
20081009,175,"台南  ",31265,28808
20081010,175,"台南  ",35874,31436
20081011,175,"台南  ",25149,26273
20081012,175,"台南  ",31513,35755
20081013,175,"台南  ",19419,19620
20081014,175,"台南  ",16568,15870
20081015,175,"台南  ",17361,16434
20081016,175,"台南  ",17495,17151
20081017,175,"台南  ",26831,24702
20081018,175,"台南  ",26248,24998
20081019,175,"台南  ",27261,29223
20081020,175,"台南  ",18083,17794
20081021,175,"台南  ",16647,15618
20081022,175,"台南  ",16595,15841
20081023,175,"台南  ",16977,16308
20081024,175,"台南  ",26528,24728
20081025,175,"台南  ",24428,23619
20081026,175,"台南  ",26192,28055
20081027,175,"台南  ",17585,17721
20081028,175,"台南  ",15859,14796
20081029,175,"台南  ",15792,15172
20081030,175,"台南  ",15943,15578
20081031,175,"台南  ",24639,22720
20081101,175,"台南  ",22818,22234
20081102,175,"台南  ",24735,27114
20081103,175,"台南  ",17002,16920
20081104,175,"台南  ",15546,14493
20081105,175,"台南  ",15854,14599
20081106,175,"台南  ",16690,15825
20081107,175,"台南  ",25164,23979
20081108,175,"台南  ",23267,22532
20081109,175,"台南  ",22331,23637
20081110,175,"台南  ",17755,17646
20081111,175,"台南  ",16237,15130
20081112,175,"台南  ",16451,15490
20081113,175,"台南  ",17119,16504
20081114,175,"台南  ",27390,25641
20081115,175,"台南  ",23362,22362
20081116,175,"台南  ",26115,28203
20081117,175,"台南  ",17837,17710
20081118,175,"台南  ",16342,15121
20081119,175,"台南  ",16065,15101
20081120,175,"台南  ",17969,16056
20081121,175,"台南  ",27443,25132
20081122,175,"台南  ",23584,22568
20081123,175,"台南  ",25622,28764
20081124,175,"台南  ",17963,18049
20081125,175,"台南  ",15498,14703
20081126,175,"台南  ",16057,15071
20081127,175,"台南  ",16709,16029
20081128,175,"台南  ",26256,24685
20081129,175,"台南  ",23103,22245
20081130,175,"台南  ",25537,27696
20081201,175,"台南  ",17341,17747
20081202,175,"台南  ",15685,14571
20081203,175,"台南  ",15683,14614
20081204,175,"台南  ",16422,15767
20081205,175,"台南  ",27159,24798
20081206,175,"台南  ",25213,23156
20081207,175,"台南  ",27674,30919
20081208,175,"台南  ",17591,17634
20081209,175,"台南  ",15824,14778
20081210,175,"台南  ",16083,15443
20081211,175,"台南  ",16430,15906
20081212,175,"台南  ",26887,24614
20081213,175,"台南  ",24124,23063
20081214,175,"台南  ",25772,27476
20081215,175,"台南  ",17820,17433
20081216,175,"台南  ",15614,14531
20081217,175,"台南  ",15856,14911
20081218,175,"台南  ",16852,15799
20081219,175,"台南  ",27004,24298
20081220,175,"台南  ",23623,22478
20081221,175,"台南  ",25289,28634
20081222,175,"台南  ",18041,18831
20081223,175,"台南  ",15738,15996
20081224,175,"台南  ",16856,16887
20081225,175,"台南  ",17601,17524
20081226,175,"台南  ",23563,22898
20081227,175,"台南  ",21468,21060
20081228,175,"台南  ",23180,24334
20081229,175,"台南  ",17068,17544
20081230,175,"台南  ",16300,16409
20081231,175,"台南  ",30069,28070
20090101,175,"台南  ",25902,24533
20090102,175,"台南  ",22462,22162
20090103,175,"台南  ",20630,21630
20090104,175,"台南  ",23878,27208
20090105,175,"台南  ",17283,18210
20090106,175,"台南  ",14834,14525
20090107,175,"台南  ",15584,14790
20090108,175,"台南  ",15671,15619
20090109,175,"台南  ",19178,18368
20090110,175,"台南  ",18031,17663
20090111,175,"台南  ",18914,19715
20090112,175,"台南  ",16149,16497
20090113,175,"台南  ",15054,14941
20090114,175,"台南  ",15557,15404
20090115,175,"台南  ",16400,16449
20090116,175,"台南  ",20794,20320
20090117,175,"台南  ",22326,20399
20090118,175,"台南  ",22104,22397
20090119,175,"台南  ",19028,19201
20090120,175,"台南  ",20130,20398
20090121,175,"台南  ",19811,19529
20090122,175,"台南  ",20516,20482
20090123,175,"台南  ",22632,21946
20090124,175,"台南  ",19875,17608
20090125,175,"台南  ",13674,11221
20090126,175,"台南  ",18380,18992
20090127,175,"台南  ",21810,21977
20090128,175,"台南  ",26848,28312
20090129,175,"台南  ",27961,29400
20090130,175,"台南  ",26104,26615
20090131,175,"台南  ",23414,24309
20090201,175,"台南  ",22896,23461
20090202,175,"台南  ",20238,20108
20090203,175,"台南  ",19843,19799
20090204,175,"台南  ",19640,18911
20090205,175,"台南  ",18986,19037
20090206,175,"台南  ",23337,22925
20090207,175,"台南  ",23930,22965
20090208,175,"台南  ",24416,24234
20090209,175,"台南  ",21834,21836
20090210,175,"台南  ",20838,21170
20090211,175,"台南  ",18033,18476
20090212,175,"台南  ",17976,18635
20090213,175,"台南  ",22924,22805
20090214,175,"台南  ",24929,25658
20090215,175,"台南  ",24423,26049
20090216,175,"台南  ",17573,17987
20090217,175,"台南  ",16270,16270
20090218,175,"台南  ",16540,16450
20090219,175,"台南  ",16741,16894
20090220,175,"台南  ",24971,22928
20090221,175,"台南  ",22333,21743
20090222,175,"台南  ",24531,27350
20090223,175,"台南  ",17118,17897
20090224,175,"台南  ",15774,15504
20090225,175,"台南  ",16557,16534
20090226,175,"台南  ",16447,16609
20090227,175,"台南  ",25857,25863
20090228,175,"台南  ",23870,22842
20090301,175,"台南  ",26691,28191
20090302,175,"台南  ",18129,18055
20090303,175,"台南  ",15916,16008
20090304,175,"台南  ",15822,16120
20090305,175,"台南  ",16584,16610
20090306,175,"台南  ",25290,25036
20090307,175,"台南  ",20399,19645
20090308,175,"台南  ",26887,28380
20090309,175,"台南  ",17739,18109
20090310,175,"台南  ",16000,16006
20090311,175,"台南  ",16763,16340
20090312,175,"台南  ",16748,16803
20090313,175,"台南  ",26528,25905
20090314,175,"台南  ",23652,22591
20090315,175,"台南  ",26234,28518
20090316,175,"台南  ",18009,18546
20090317,175,"台南  ",16174,16275
20090318,175,"台南  ",16143,15917
20090319,175,"台南  ",16197,16377
20090320,175,"台南  ",24997,23816
20090321,175,"台南  ",21834,21278
